StateAb,DivisionID,DivisionNm,FromCandidateID,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateID,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercentage
VIC,322,Macnamara,0,NA,NA,First Preferences,NA,0,36436,ALP,Australian Labor Party,BURNS,Josh,3,29552,52.28
VIC,322,Macnamara,0,NA,NA,First Preferences,NA,0,36736,LP,Liberal,HARKIN,Colleen,2,26976,47.72
VIC,322,Macnamara,37774,IND,Independent,MYERS,John B,1,36436,ALP,Australian Labor Party,BURNS,Josh,3,851,46.38
VIC,322,Macnamara,37774,IND,Independent,MYERS,John B,1,36736,LP,Liberal,HARKIN,Colleen,2,984,53.62
VIC,322,Macnamara,37779,ON,Pauline Hanson's One Nation,ANNE,Debera,4,36436,ALP,Australian Labor Party,BURNS,Josh,3,387,28.69
VIC,322,Macnamara,37779,ON,Pauline Hanson's One Nation,ANNE,Debera,4,36736,LP,Liberal,HARKIN,Colleen,2,962,71.31
VIC,322,Macnamara,37007,LDP,Liberal Democrats,McCATHIE,Rob,5,36436,ALP,Australian Labor Party,BURNS,Josh,3,385,19.78
VIC,322,Macnamara,37007,LDP,Liberal Democrats,McCATHIE,Rob,5,36736,LP,Liberal,HARKIN,Colleen,2,1561,80.22
VIC,322,Macnamara,36693,AJP,Animal Justice Party,SCHULTZ,Ben,6,36436,ALP,Australian Labor Party,BURNS,Josh,3,1265,73.38
VIC,322,Macnamara,36693,AJP,Animal Justice Party,SCHULTZ,Ben,6,36736,LP,Liberal,HARKIN,Colleen,2,459,26.62
VIC,322,Macnamara,36538,GRN,The Greens,HODGINS-MAY,Steph,7,36436,ALP,Australian Labor Party,BURNS,Josh,3,24898,90.25
VIC,322,Macnamara,36538,GRN,The Greens,HODGINS-MAY,Steph,7,36736,LP,Liberal,HARKIN,Colleen,2,2689,9.75
VIC,322,Macnamara,36020,UAPP,United Australia Party,HICKEY,Jane Elizabeth,8,36436,ALP,Australian Labor Party,BURNS,Josh,3,573,27.79
VIC,322,Macnamara,36020,UAPP,United Australia Party,HICKEY,Jane Elizabeth,8,36736,LP,Liberal,HARKIN,Colleen,2,1489,72.21
VIC,224,Mallee,0,NA,NA,First Preferences,NA,0,36060,NP,The Nationals,WEBSTER,Anne,1,50187,74.55
VIC,224,Mallee,0,NA,NA,First Preferences,NA,0,36439,ALP,Australian Labor Party,HART,Carole,5,17133,25.45
VIC,224,Mallee,37570,IND,Independent,BALDWIN,Sophie,2,36060,NP,The Nationals,WEBSTER,Anne,1,5441,53.05
VIC,224,Mallee,37570,IND,Independent,BALDWIN,Sophie,2,36439,ALP,Australian Labor Party,HART,Carole,5,4815,46.95
VIC,224,Mallee,37690,IND,Independent,HAENEL,Claudia,3,36060,NP,The Nationals,WEBSTER,Anne,1,1182,53.83
VIC,224,Mallee,37690,IND,Independent,HAENEL,Claudia,3,36439,ALP,Australian Labor Party,HART,Carole,5,1014,46.17
VIC,224,Mallee,35970,CEC,Citizens Party,LAHY,Chris,4,36060,NP,The Nationals,WEBSTER,Anne,1,454,55.23
VIC,224,Mallee,35970,CEC,Citizens Party,LAHY,Chris,4,36439,ALP,Australian Labor Party,HART,Carole,5,368,44.77
VIC,224,Mallee,36596,GRN,The Greens,McCOLL,Sam,6,36060,NP,The Nationals,WEBSTER,Anne,1,1371,25.1
VIC,224,Mallee,36596,GRN,The Greens,McCOLL,Sam,6,36439,ALP,Australian Labor Party,HART,Carole,5,4092,74.9
VIC,224,Mallee,36022,UAPP,United Australia Party,KING,Stuart William,7,36060,NP,The Nationals,WEBSTER,Anne,1,7121,76.81
VIC,224,Mallee,36022,UAPP,United Australia Party,KING,Stuart William,7,36439,ALP,Australian Labor Party,HART,Carole,5,2150,23.19
VIC,224,Mallee,37674,ON,Pauline Hanson's One Nation,ATKINSON,Vanessa,8,36060,NP,The Nationals,WEBSTER,Anne,1,4767,69.08
VIC,224,Mallee,37674,ON,Pauline Hanson's One Nation,ATKINSON,Vanessa,8,36439,ALP,Australian Labor Party,HART,Carole,5,2134,30.92
VIC,225,Maribyrnong,0,NA,NA,First Preferences,NA,0,36441,ALP,Australian Labor Party,SHORTEN,Bill,3,39792,60.95
VIC,225,Maribyrnong,0,NA,NA,First Preferences,NA,0,36728,LP,Liberal,D'SILVA,Mira,6,25493,39.05
VIC,225,Maribyrnong,37196,GAP,The Great Australian Party,HOBART,Mark Michael,1,36441,ALP,Australian Labor Party,SHORTEN,Bill,3,864,49.63
VIC,225,Maribyrnong,37196,GAP,The Great Australian Party,HOBART,Mark Michael,1,36728,LP,Liberal,D'SILVA,Mira,6,877,50.37
VIC,225,Maribyrnong,36660,VNS,Victorian Socialists,DADICH,Daniel Nair,2,36441,ALP,Australian Labor Party,SHORTEN,Bill,3,1640,89.28
VIC,225,Maribyrnong,36660,VNS,Victorian Socialists,DADICH,Daniel Nair,2,36728,LP,Liberal,D'SILVA,Mira,6,197,10.72
VIC,225,Maribyrnong,37751,ON,Pauline Hanson's One Nation,TINDAL,Jodie,4,36441,ALP,Australian Labor Party,SHORTEN,Bill,3,765,34.35
VIC,225,Maribyrnong,37751,ON,Pauline Hanson's One Nation,TINDAL,Jodie,4,36728,LP,Liberal,D'SILVA,Mira,6,1462,65.65
VIC,225,Maribyrnong,36024,UAPP,United Australia Party,BESANKO,Darren,5,36441,ALP,Australian Labor Party,SHORTEN,Bill,3,1033,30.09
VIC,225,Maribyrnong,36024,UAPP,United Australia Party,BESANKO,Darren,5,36728,LP,Liberal,D'SILVA,Mira,6,2400,69.91
VIC,225,Maribyrnong,36543,GRN,The Greens,PRYOR,Rhonda,7,36441,ALP,Australian Labor Party,SHORTEN,Bill,3,13796,90.3
VIC,225,Maribyrnong,36543,GRN,The Greens,PRYOR,Rhonda,7,36728,LP,Liberal,D'SILVA,Mira,6,1482,9.7
VIC,225,Maribyrnong,37582,CYA,Australian Federation Party,ANSALONE,Alexander Anthony,8,36441,ALP,Australian Labor Party,SHORTEN,Bill,3,264,44.75
VIC,225,Maribyrnong,37582,CYA,Australian Federation Party,ANSALONE,Alexander Anthony,8,36728,LP,Liberal,D'SILVA,Mira,6,326,55.25
VIC,225,Maribyrnong,36954,LDP,Liberal Democrats,SMITH,Cameron,9,36441,ALP,Australian Labor Party,SHORTEN,Bill,3,525,14.68
VIC,225,Maribyrnong,36954,LDP,Liberal Democrats,SMITH,Cameron,9,36728,LP,Liberal,D'SILVA,Mira,6,3052,85.32
VIC,226,McEwen,0,NA,NA,First Preferences,NA,0,36445,ALP,Australian Labor Party,MITCHELL,Rob,7,35238,52.57
VIC,226,McEwen,0,NA,NA,First Preferences,NA,0,36724,LP,Liberal,WELCH,Richard,6,31796,47.43
VIC,226,McEwen,36547,GRN,The Greens,BARKER,Neil,1,36445,ALP,Australian Labor Party,MITCHELL,Rob,7,11269,83.33
VIC,226,McEwen,36547,GRN,The Greens,BARKER,Neil,1,36724,LP,Liberal,WELCH,Richard,6,2255,16.67
VIC,226,McEwen,36054,UAPP,United Australia Party,McRAE,Paul Joseph,2,36445,ALP,Australian Labor Party,MITCHELL,Rob,7,1763,32.21
VIC,226,McEwen,36054,UAPP,United Australia Party,McRAE,Paul Joseph,2,36724,LP,Liberal,WELCH,Richard,6,3711,67.79
VIC,226,McEwen,37619,CYA,Australian Federation Party,NEIL,Christopher,3,36445,ALP,Australian Labor Party,MITCHELL,Rob,7,547,31.78
VIC,226,McEwen,37619,CYA,Australian Federation Party,NEIL,Christopher,3,36724,LP,Liberal,WELCH,Richard,6,1174,68.22
VIC,226,McEwen,37660,ON,Pauline Hanson's One Nation,BRADBURY,Chris,4,36445,ALP,Australian Labor Party,MITCHELL,Rob,7,1716,31.85
VIC,226,McEwen,37660,ON,Pauline Hanson's One Nation,BRADBURY,Chris,4,36724,LP,Liberal,WELCH,Richard,6,3671,68.15
VIC,226,McEwen,36957,LDP,Liberal Democrats,HERRON,John,5,36445,ALP,Australian Labor Party,MITCHELL,Rob,7,465,18.03
VIC,226,McEwen,36957,LDP,Liberal Democrats,HERRON,John,5,36724,LP,Liberal,WELCH,Richard,6,2114,81.97
VIC,228,Melbourne,0,NA,NA,First Preferences,NA,0,36448,ALP,Australian Labor Party,PATERSON,Keir,2,24155,33.53
VIC,228,Melbourne,0,NA,NA,First Preferences,NA,0,36551,GRN,The Greens,BANDT,Adam,3,47883,66.47
VIC,228,Melbourne,36034,UAPP,United Australia Party,BORG,Justin,1,36448,ALP,Australian Labor Party,PATERSON,Keir,2,1063,62.2
VIC,228,Melbourne,36034,UAPP,United Australia Party,BORG,Justin,1,36551,GRN,The Greens,BANDT,Adam,3,646,37.8
VIC,228,Melbourne,36727,LP,Liberal,DAMCHES,James,4,36448,ALP,Australian Labor Party,PATERSON,Keir,2,10298,70.25
VIC,228,Melbourne,36727,LP,Liberal,DAMCHES,James,4,36551,GRN,The Greens,BANDT,Adam,3,4362,29.75
VIC,228,Melbourne,36948,LDP,Liberal Democrats,PEPPARD,Richard,5,36448,ALP,Australian Labor Party,PATERSON,Keir,2,1048,65.66
VIC,228,Melbourne,36948,LDP,Liberal Democrats,PEPPARD,Richard,5,36551,GRN,The Greens,BANDT,Adam,3,548,34.34
VIC,228,Melbourne,37817,IND,Independent,ROBSON,Scott,6,36448,ALP,Australian Labor Party,PATERSON,Keir,2,512,46.8
VIC,228,Melbourne,37817,IND,Independent,ROBSON,Scott,6,36551,GRN,The Greens,BANDT,Adam,3,582,53.2
VIC,228,Melbourne,37775,ON,Pauline Hanson's One Nation,STRAGAN,Walter,7,36448,ALP,Australian Labor Party,PATERSON,Keir,2,639,68.2
VIC,228,Melbourne,37775,ON,Pauline Hanson's One Nation,STRAGAN,Walter,7,36551,GRN,The Greens,BANDT,Adam,3,298,31.8
VIC,228,Melbourne,36680,AJP,Animal Justice Party,POON,Bruce,8,36448,ALP,Australian Labor Party,PATERSON,Keir,2,346,26.29
VIC,228,Melbourne,36680,AJP,Animal Justice Party,POON,Bruce,8,36551,GRN,The Greens,BANDT,Adam,3,970,73.71
VIC,228,Melbourne,36661,VNS,Victorian Socialists,BOLGER,Colleen,9,36448,ALP,Australian Labor Party,PATERSON,Keir,2,395,12.52
VIC,228,Melbourne,36661,VNS,Victorian Socialists,BOLGER,Colleen,9,36551,GRN,The Greens,BANDT,Adam,3,2761,87.48
VIC,229,Menzies,0,NA,NA,First Preferences,NA,0,36453,ALP,Australian Labor Party,OAKLEY,Naomi,1,33635,44.16
VIC,229,Menzies,0,NA,NA,First Preferences,NA,0,36733,LP,Liberal,WOLAHAN,Keith,5,42526,55.84
VIC,229,Menzies,37646,CYA,Australian Federation Party,SABHLOK,Sanjeev,2,36453,ALP,Australian Labor Party,OAKLEY,Naomi,1,438,45.25
VIC,229,Menzies,37646,CYA,Australian Federation Party,SABHLOK,Sanjeev,2,36733,LP,Liberal,WOLAHAN,Keith,5,530,54.75
VIC,229,Menzies,36929,LDP,Liberal Democrats,CHEESMAN,Greg,3,36453,ALP,Australian Labor Party,OAKLEY,Naomi,1,1083,29.7
VIC,229,Menzies,36929,LDP,Liberal Democrats,CHEESMAN,Greg,3,36733,LP,Liberal,WOLAHAN,Keith,5,2563,70.3
VIC,229,Menzies,37631,ON,Pauline Hanson's One Nation,HAYES,John,4,36453,ALP,Australian Labor Party,OAKLEY,Naomi,1,752,32.53
VIC,229,Menzies,37631,ON,Pauline Hanson's One Nation,HAYES,John,4,36733,LP,Liberal,WOLAHAN,Keith,5,1560,67.47
VIC,229,Menzies,36557,GRN,The Greens,PHEASANT,Bill,6,36453,ALP,Australian Labor Party,OAKLEY,Naomi,1,12374,86.6
VIC,229,Menzies,36557,GRN,The Greens,PHEASANT,Bill,6,36733,LP,Liberal,WOLAHAN,Keith,5,1915,13.4
VIC,229,Menzies,36041,UAPP,United Australia Party,SCAGLIONE,Nathan,7,36453,ALP,Australian Labor Party,OAKLEY,Naomi,1,1539,42.25
VIC,229,Menzies,36041,UAPP,United Australia Party,SCAGLIONE,Nathan,7,36733,LP,Liberal,WOLAHAN,Keith,5,2104,57.75
VIC,323,Monash,0,NA,NA,First Preferences,NA,0,36455,ALP,Australian Labor Party,O'DONNELL,Jessica,6,24759,40.39
VIC,323,Monash,0,NA,NA,First Preferences,NA,0,36737,LP,Liberal,BROADBENT,Russell,2,36546,59.61
VIC,323,Monash,36561,GRN,The Greens,MORGAN,Mat,1,36455,ALP,Australian Labor Party,O'DONNELL,Jessica,6,7837,82.21
VIC,323,Monash,36561,GRN,The Greens,MORGAN,Mat,1,36737,LP,Liberal,BROADBENT,Russell,2,1696,17.79
VIC,323,Monash,36065,IND,Independent,LEONARD,Deb,3,36455,ALP,Australian Labor Party,O'DONNELL,Jessica,6,7292,70.3
VIC,323,Monash,36065,IND,Independent,LEONARD,Deb,3,36737,LP,Liberal,BROADBENT,Russell,2,3080,29.7
VIC,323,Monash,37629,ON,Pauline Hanson's One Nation,HICKEN,Allan,4,36455,ALP,Australian Labor Party,O'DONNELL,Jessica,6,3249,44.57
VIC,323,Monash,37629,ON,Pauline Hanson's One Nation,HICKEN,Allan,4,36737,LP,Liberal,BROADBENT,Russell,2,4040,55.43
VIC,323,Monash,37637,CYA,Australian Federation Party,WELSH,David Matthew,5,36455,ALP,Australian Labor Party,O'DONNELL,Jessica,6,249,36.94
VIC,323,Monash,37637,CYA,Australian Federation Party,WELSH,David Matthew,5,36737,LP,Liberal,BROADBENT,Russell,2,425,63.06
VIC,323,Monash,36914,LDP,Liberal Democrats,EDWARDS,Meg,7,36455,ALP,Australian Labor Party,O'DONNELL,Jessica,6,672,18.94
VIC,323,Monash,36914,LDP,Liberal Democrats,EDWARDS,Meg,7,36737,LP,Liberal,BROADBENT,Russell,2,2876,81.06
VIC,323,Monash,36039,UAPP,United Australia Party,McSHANE,Christine Ann,8,36455,ALP,Australian Labor Party,O'DONNELL,Jessica,6,1498,37.53
VIC,323,Monash,36039,UAPP,United Australia Party,McSHANE,Christine Ann,8,36737,LP,Liberal,BROADBENT,Russell,2,2493,62.47
VIC,324,Nicholls,0,NA,NA,First Preferences,NA,0,36061,NP,The Nationals,BIRRELL,Sam,2,24886,50.61
VIC,324,Nicholls,0,NA,NA,First Preferences,NA,0,37571,IND,Independent,PRIESTLY,Rob,11,24287,49.39
VIC,324,Nicholls,36951,LDP,Liberal Democrats,LAIRD,Tim,1,36061,NP,The Nationals,BIRRELL,Sam,2,2373,70.5
VIC,324,Nicholls,36951,LDP,Liberal Democrats,LAIRD,Tim,1,37571,IND,Independent,PRIESTLY,Rob,11,993,29.5
VIC,324,Nicholls,37691,ON,Pauline Hanson's One Nation,TYRRELL,Rikkie-Lee,3,36061,NP,The Nationals,BIRRELL,Sam,2,3218,51.74
VIC,324,Nicholls,37691,ON,Pauline Hanson's One Nation,TYRRELL,Rikkie-Lee,3,37571,IND,Independent,PRIESTLY,Rob,11,3001,48.26
VIC,324,Nicholls,36451,ALP,Australian Labor Party,LODWICK,Bill,4,36061,NP,The Nationals,BIRRELL,Sam,2,2893,26.37
VIC,324,Nicholls,36451,ALP,Australian Labor Party,LODWICK,Bill,4,37571,IND,Independent,PRIESTLY,Rob,11,8077,73.63
VIC,324,Nicholls,35967,CEC,Citizens Party,DAVY,Jeff,5,36061,NP,The Nationals,BIRRELL,Sam,2,196,51.99
VIC,324,Nicholls,35967,CEC,Citizens Party,DAVY,Jeff,5,37571,IND,Independent,PRIESTLY,Rob,11,181,48.01
VIC,324,Nicholls,36026,UAPP,United Australia Party,PETERSON,Robert,6,36061,NP,The Nationals,BIRRELL,Sam,2,2228,58.31
VIC,324,Nicholls,36026,UAPP,United Australia Party,PETERSON,Robert,6,37571,IND,Independent,PRIESTLY,Rob,11,1593,41.69
VIC,324,Nicholls,36565,GRN,The Greens,CHRISTOE,Ian,7,36061,NP,The Nationals,BIRRELL,Sam,2,748,24.46
VIC,324,Nicholls,36565,GRN,The Greens,CHRISTOE,Ian,7,37571,IND,Independent,PRIESTLY,Rob,11,2310,75.54
VIC,324,Nicholls,36051,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",OTTO,Andrea,8,36061,NP,The Nationals,BIRRELL,Sam,2,168,25.73
VIC,324,Nicholls,36051,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",OTTO,Andrea,8,37571,IND,Independent,PRIESTLY,Rob,11,485,74.27
VIC,324,Nicholls,36739,LP,Liberal,BROOKS,Steve,9,36061,NP,The Nationals,BIRRELL,Sam,2,14347,83.48
VIC,324,Nicholls,36739,LP,Liberal,BROOKS,Steve,9,37571,IND,Independent,PRIESTLY,Rob,11,2840,16.52
VIC,324,Nicholls,37764,CYA,Australian Federation Party,TABONE,Eleonor,10,36061,NP,The Nationals,BIRRELL,Sam,2,164,44.69
VIC,324,Nicholls,37764,CYA,Australian Federation Party,TABONE,Eleonor,10,37571,IND,Independent,PRIESTLY,Rob,11,203,55.31
VIC,232,Scullin,0,NA,NA,First Preferences,NA,0,36447,ALP,Australian Labor Party,GILES,Andrew,4,42147,68.06
VIC,232,Scullin,0,NA,NA,First Preferences,NA,0,36741,LP,Liberal,PERERA,Virosh,6,19780,31.94
VIC,232,Scullin,36567,GRN,The Greens,PATERSON,Patchouli,1,36447,ALP,Australian Labor Party,GILES,Andrew,4,8486,85.26
VIC,232,Scullin,36567,GRN,The Greens,PATERSON,Patchouli,1,36741,LP,Liberal,PERERA,Virosh,6,1467,14.74
VIC,232,Scullin,37649,ON,Pauline Hanson's One Nation,van BREE,Ursula,2,36447,ALP,Australian Labor Party,GILES,Andrew,4,2389,40.44
VIC,232,Scullin,37649,ON,Pauline Hanson's One Nation,van BREE,Ursula,2,36741,LP,Liberal,PERERA,Virosh,6,3518,59.56
VIC,232,Scullin,37214,LDP,Liberal Democrats,KOELMEYER,Eric,3,36447,ALP,Australian Labor Party,GILES,Andrew,4,1040,30.39
VIC,232,Scullin,37214,LDP,Liberal Democrats,KOELMEYER,Eric,3,36741,LP,Liberal,PERERA,Virosh,6,2382,69.61
VIC,232,Scullin,36027,UAPP,United Australia Party,ALBARRI,Yassin,5,36447,ALP,Australian Labor Party,GILES,Andrew,4,4001,53.75
VIC,232,Scullin,36027,UAPP,United Australia Party,ALBARRI,Yassin,5,36741,LP,Liberal,PERERA,Virosh,6,3443,46.25
VIC,232,Scullin,36658,VNS,Victorian Socialists,ROWE,Cameron,7,36447,ALP,Australian Labor Party,GILES,Andrew,4,1698,68.77
VIC,232,Scullin,36658,VNS,Victorian Socialists,ROWE,Cameron,7,36741,LP,Liberal,PERERA,Virosh,6,771,31.23
VIC,233,Wannon,0,NA,NA,First Preferences,NA,0,33601,IND,Independent,DYSON,Alex,5,19504,30.26
VIC,233,Wannon,0,NA,NA,First Preferences,NA,0,36735,LP,Liberal,TEHAN,Dan,2,44948,69.74
VIC,233,Wannon,37812,IND,Independent,GARNER,Graham,1,33601,IND,Independent,DYSON,Alex,5,1424,60.7
VIC,233,Wannon,37812,IND,Independent,GARNER,Graham,1,36735,LP,Liberal,TEHAN,Dan,2,922,39.3
VIC,233,Wannon,37820,ON,Pauline Hanson's One Nation,GRAHAM,Ronnie,3,33601,IND,Independent,DYSON,Alex,5,1889,57.68
VIC,233,Wannon,37820,ON,Pauline Hanson's One Nation,GRAHAM,Ronnie,3,36735,LP,Liberal,TEHAN,Dan,2,1386,42.32
VIC,233,Wannon,36670,GRN,The Greens,McALLISTER,Hilary,4,33601,IND,Independent,DYSON,Alex,5,5429,84.25
VIC,233,Wannon,36670,GRN,The Greens,McALLISTER,Hilary,4,36735,LP,Liberal,TEHAN,Dan,2,1015,15.75
VIC,233,Wannon,36030,UAPP,United Australia Party,KENSEN,Craige,6,33601,IND,Independent,DYSON,Alex,5,1534,46.37
VIC,233,Wannon,36030,UAPP,United Australia Party,KENSEN,Craige,6,36735,LP,Liberal,TEHAN,Dan,2,1774,53.63
VIC,233,Wannon,36931,LDP,Liberal Democrats,MEAD,Amanda,7,33601,IND,Independent,DYSON,Alex,5,817,41.41
VIC,233,Wannon,36931,LDP,Liberal Democrats,MEAD,Amanda,7,36735,LP,Liberal,TEHAN,Dan,2,1156,58.59
VIC,233,Wannon,36450,ALP,Australian Labor Party,WILSON,Gilbert,8,33601,IND,Independent,DYSON,Alex,5,15987,82.82
VIC,233,Wannon,36450,ALP,Australian Labor Party,WILSON,Gilbert,8,36735,LP,Liberal,TEHAN,Dan,2,3316,17.18
VIC,234,Wills,0,NA,NA,First Preferences,NA,0,36452,ALP,Australian Labor Party,KHALIL,Peter,7,35449,57.88
VIC,234,Wills,0,NA,NA,First Preferences,NA,0,36554,GRN,The Greens,JEFFORD,Sarah,9,25793,42.12
VIC,234,Wills,36738,LP,Liberal,WRIGHT,Tom,1,36452,ALP,Australian Labor Party,KHALIL,Peter,7,11565,73.33
VIC,234,Wills,36738,LP,Liberal,WRIGHT,Tom,1,36554,GRN,The Greens,JEFFORD,Sarah,9,4206,26.67
VIC,234,Wills,37747,ON,Pauline Hanson's One Nation,TINDAL,Jill,2,36452,ALP,Australian Labor Party,KHALIL,Peter,7,1714,67.11
VIC,234,Wills,37747,ON,Pauline Hanson's One Nation,TINDAL,Jill,2,36554,GRN,The Greens,JEFFORD,Sarah,9,840,32.89
VIC,234,Wills,36664,VNS,Victorian Socialists,BLACK,Emma,3,36452,ALP,Australian Labor Party,KHALIL,Peter,7,538,19.82
VIC,234,Wills,36664,VNS,Victorian Socialists,BLACK,Emma,3,36554,GRN,The Greens,JEFFORD,Sarah,9,2176,80.18
VIC,234,Wills,37770,CYA,Australian Federation Party,SERGI,Sam,4,36452,ALP,Australian Labor Party,KHALIL,Peter,7,520,65.91
VIC,234,Wills,37770,CYA,Australian Federation Party,SERGI,Sam,4,36554,GRN,The Greens,JEFFORD,Sarah,9,269,34.09
VIC,234,Wills,36958,SAL,Socialist Alliance,BOLTON,Sue,5,36452,ALP,Australian Labor Party,KHALIL,Peter,7,881,28.46
VIC,234,Wills,36958,SAL,Socialist Alliance,BOLTON,Sue,5,36554,GRN,The Greens,JEFFORD,Sarah,9,2215,71.54
VIC,234,Wills,36031,UAPP,United Australia Party,ZIVKOVIC,Irene,6,36452,ALP,Australian Labor Party,KHALIL,Peter,7,2179,65.01
VIC,234,Wills,36031,UAPP,United Australia Party,ZIVKOVIC,Irene,6,36554,GRN,The Greens,JEFFORD,Sarah,9,1173,34.99
VIC,234,Wills,36686,AJP,Animal Justice Party,HORSFALL,Leah,8,36452,ALP,Australian Labor Party,KHALIL,Peter,7,569,33.87
VIC,234,Wills,36686,AJP,Animal Justice Party,HORSFALL,Leah,8,36554,GRN,The Greens,JEFFORD,Sarah,9,1111,66.13
WA,235,Brand,0,NA,NA,First Preferences,NA,0,36566,LP,Liberal,HUDSON,Peter,3,21056,30.48
WA,235,Brand,0,NA,NA,First Preferences,NA,0,37186,ALP,Australian Labor Party,KING,Madeleine,1,48031,69.52
WA,235,Brand,37788,CYA,Australian Federation Party,HEFFERNAN,Malcolm,2,36566,LP,Liberal,HUDSON,Peter,3,332,55.52
WA,235,Brand,37788,CYA,Australian Federation Party,HEFFERNAN,Malcolm,2,37186,ALP,Australian Labor Party,KING,Madeleine,1,266,44.48
WA,235,Brand,36460,UAPP,United Australia Party,PIKE,David,4,36566,LP,Liberal,HUDSON,Peter,3,1730,63.81
WA,235,Brand,36460,UAPP,United Australia Party,PIKE,David,4,37186,ALP,Australian Labor Party,KING,Madeleine,1,981,36.19
WA,235,Brand,36575,GRN,The Greens (WA),LONSDALE,Heather,5,36566,LP,Liberal,HUDSON,Peter,3,1606,14.73
WA,235,Brand,36575,GRN,The Greens (WA),LONSDALE,Heather,5,37186,ALP,Australian Labor Party,KING,Madeleine,1,9294,85.27
WA,235,Brand,36471,AUC,Australian Christians,CRICHTON,Jayne,6,36566,LP,Liberal,HUDSON,Peter,3,1532,73.3
WA,235,Brand,36471,AUC,Australian Christians,CRICHTON,Jayne,6,37186,ALP,Australian Labor Party,KING,Madeleine,1,558,26.7
WA,235,Brand,37847,WAP,WESTERN AUSTRALIA PARTY,O'LOGHLEN,Michael,7,36566,LP,Liberal,HUDSON,Peter,3,1047,40.39
WA,235,Brand,37847,WAP,WESTERN AUSTRALIA PARTY,O'LOGHLEN,Michael,7,37186,ALP,Australian Labor Party,KING,Madeleine,1,1545,59.61
WA,235,Brand,37191,LDP,Liberal Democrats,MARSHALL,Alison,8,36566,LP,Liberal,HUDSON,Peter,3,719,66.95
WA,235,Brand,37191,LDP,Liberal Democrats,MARSHALL,Alison,8,37186,ALP,Australian Labor Party,KING,Madeleine,1,355,33.05
WA,235,Brand,37376,GAP,The Great Australian Party,GLEESON,Andrew,9,36566,LP,Liberal,HUDSON,Peter,3,921,61.81
WA,235,Brand,37376,GAP,The Great Australian Party,GLEESON,Andrew,9,37186,ALP,Australian Labor Party,KING,Madeleine,1,569,38.19
WA,235,Brand,37350,ON,Pauline Hanson's One Nation,TAYLOR,Jake,10,36566,LP,Liberal,HUDSON,Peter,3,2909,56.61
WA,235,Brand,37350,ON,Pauline Hanson's One Nation,TAYLOR,Jake,10,37186,ALP,Australian Labor Party,KING,Madeleine,1,2230,43.39
WA,317,Burt,0,NA,NA,First Preferences,NA,0,36569,LP,Liberal,GOODE,David,6,21009,30.77
WA,317,Burt,0,NA,NA,First Preferences,NA,0,37195,ALP,Australian Labor Party,KEOGH,Matt,8,47268,69.23
WA,317,Burt,37215,CYA,Australian Federation Party,CASTLE,Michele,1,36569,LP,Liberal,GOODE,David,6,1187,68.18
WA,317,Burt,37215,CYA,Australian Federation Party,CASTLE,Michele,1,37195,ALP,Australian Labor Party,KEOGH,Matt,8,554,31.82
WA,317,Burt,37382,ON,Pauline Hanson's One Nation,CARTER,Travis,2,36569,LP,Liberal,GOODE,David,6,2740,61.77
WA,317,Burt,37382,ON,Pauline Hanson's One Nation,CARTER,Travis,2,37195,ALP,Australian Labor Party,KEOGH,Matt,8,1696,38.23
WA,317,Burt,36477,UAPP,United Australia Party,McCURRY,Joshua,3,36569,LP,Liberal,GOODE,David,6,1491,65.57
WA,317,Burt,36477,UAPP,United Australia Party,McCURRY,Joshua,3,37195,ALP,Australian Labor Party,KEOGH,Matt,8,783,34.43
WA,317,Burt,36583,GRN,The Greens (WA),GARLETT,Daniel,4,36569,LP,Liberal,GOODE,David,6,1696,18.84
WA,317,Burt,36583,GRN,The Greens (WA),GARLETT,Daniel,4,37195,ALP,Australian Labor Party,KEOGH,Matt,8,7308,81.16
WA,317,Burt,37850,WAP,WESTERN AUSTRALIA PARTY,PHELAN,Stephen,5,36569,LP,Liberal,GOODE,David,6,1050,43.93
WA,317,Burt,37850,WAP,WESTERN AUSTRALIA PARTY,PHELAN,Stephen,5,37195,ALP,Australian Labor Party,KEOGH,Matt,8,1340,56.07
WA,317,Burt,36480,AUC,Australian Christians,SPYKER,Warnar,7,36569,LP,Liberal,GOODE,David,6,2673,77.98
WA,317,Burt,36480,AUC,Australian Christians,SPYKER,Warnar,7,37195,ALP,Australian Labor Party,KEOGH,Matt,8,755,22.02
WA,236,Canning,0,NA,NA,First Preferences,NA,0,36571,LP,Liberal,HASTIE,Andrew,1,41294,57.2
WA,236,Canning,0,NA,NA,First Preferences,NA,0,37199,ALP,Australian Labor Party,HUNT,Amanda,2,30897,42.8
WA,236,Canning,37385,ON,Pauline Hanson's One Nation,SIWES,Tammi,3,36571,LP,Liberal,HASTIE,Andrew,1,2460,58.36
WA,236,Canning,37385,ON,Pauline Hanson's One Nation,SIWES,Tammi,3,37199,ALP,Australian Labor Party,HUNT,Amanda,2,1755,41.64
