CED_NAME21,Religion,Denomination,Sex,persons
Dobell,(Other),NA,F,5616
Dobell,(Other),NA,M,5432
Dobell,(Other),(Other),F,276
Dobell,(Other),(Other),M,215
Dobell,(Other),Australian Aboriginal Traditional,F,22
Dobell,(Other),Australian Aboriginal Traditional,M,15
Dobell,(Other),Other spiritual beliefs,F,210
Dobell,(Other),Other spiritual beliefs,M,124
Dobell,(Other),Secular beliefs,F,193
Dobell,(Other),Secular beliefs,M,255
Dobell,(Other),Sikhism,F,144
Dobell,(Other),Sikhism,M,132
Dobell,Buddhism,NA,F,871
Dobell,Buddhism,NA,M,526
Dobell,Christianity,NA,F,1861
Dobell,Christianity,NA,M,1658
Dobell,Christianity,(Other),F,66
Dobell,Christianity,(Other),M,57
Dobell,Christianity,Anglican,F,15232
Dobell,Christianity,Anglican,M,12418
Dobell,Christianity,Assyrian Apostolic,F,9
Dobell,Christianity,Assyrian Apostolic,M,3
Dobell,Christianity,Baptist,F,1379
Dobell,Christianity,Baptist,M,1082
Dobell,Christianity,Brethren,F,91
Dobell,Christianity,Brethren,M,83
Dobell,Christianity,Catholic,F,19652
Dobell,Christianity,Catholic,M,16953
Dobell,Christianity,Churches Of Christ,F,70
Dobell,Christianity,Churches Of Christ,M,36
Dobell,Christianity,Eastern Orthodox,F,570
Dobell,Christianity,Eastern Orthodox,M,534
Dobell,Christianity,Jehovah's Witnesses,F,370
Dobell,Christianity,Jehovah's Witnesses,M,264
Dobell,Christianity,Latter Day Saints,F,186
Dobell,Christianity,Latter Day Saints,M,172
Dobell,Christianity,Lutheran,F,154
Dobell,Christianity,Lutheran,M,125
Dobell,Christianity,Oriental Orthodox,F,82
Dobell,Christianity,Oriental Orthodox,M,81
Dobell,Christianity,Pentecostal,F,832
Dobell,Christianity,Pentecostal,M,659
Dobell,Christianity,Presbyterian Reformed,F,1674
Dobell,Christianity,Presbyterian Reformed,M,1386
Dobell,Christianity,Protestant (Other),F,774
Dobell,Christianity,Protestant (Other),M,699
Dobell,Christianity,Salvation Army,F,175
Dobell,Christianity,Salvation Army,M,137
Dobell,Christianity,Seventh Day Adventist,F,359
Dobell,Christianity,Seventh Day Adventist,M,309
Dobell,Christianity,Uniting Church,F,2155
Dobell,Christianity,Uniting Church,M,1546
Dobell,Hinduism,NA,F,457
Dobell,Hinduism,NA,M,526
Dobell,Islam,NA,F,315
Dobell,Islam,NA,M,373
Dobell,Judaism,NA,F,69
Dobell,Judaism,NA,M,72
Dobell,No religion,NA,F,30113
Dobell,No religion,NA,M,32865
Eden-Monaro,(Other),NA,F,5919
Eden-Monaro,(Other),NA,M,6910
Eden-Monaro,(Other),(Other),F,333
Eden-Monaro,(Other),(Other),M,233
Eden-Monaro,(Other),Australian Aboriginal Traditional,F,25
Eden-Monaro,(Other),Australian Aboriginal Traditional,M,27
Eden-Monaro,(Other),Other spiritual beliefs,F,186
Eden-Monaro,(Other),Other spiritual beliefs,M,115
Eden-Monaro,(Other),Secular beliefs,F,230
Eden-Monaro,(Other),Secular beliefs,M,301
Eden-Monaro,(Other),Sikhism,F,361
Eden-Monaro,(Other),Sikhism,M,438
Eden-Monaro,Buddhism,NA,F,831
Eden-Monaro,Buddhism,NA,M,538
Eden-Monaro,Christianity,NA,F,1777
Eden-Monaro,Christianity,NA,M,1552
Eden-Monaro,Christianity,(Other),F,57
Eden-Monaro,Christianity,(Other),M,43
Eden-Monaro,Christianity,Anglican,F,13488
Eden-Monaro,Christianity,Anglican,M,11856
Eden-Monaro,Christianity,Assyrian Apostolic,F,3
Eden-Monaro,Christianity,Assyrian Apostolic,M,4
Eden-Monaro,Christianity,Baptist,F,727
Eden-Monaro,Christianity,Baptist,M,700
Eden-Monaro,Christianity,Brethren,F,103
Eden-Monaro,Christianity,Brethren,M,101
Eden-Monaro,Christianity,Catholic,F,17498
Eden-Monaro,Christianity,Catholic,M,16390
Eden-Monaro,Christianity,Churches Of Christ,F,23
Eden-Monaro,Christianity,Churches Of Christ,M,14
Eden-Monaro,Christianity,Eastern Orthodox,F,970
Eden-Monaro,Christianity,Eastern Orthodox,M,1005
Eden-Monaro,Christianity,Jehovah's Witnesses,F,354
Eden-Monaro,Christianity,Jehovah's Witnesses,M,252
Eden-Monaro,Christianity,Latter Day Saints,F,93
Eden-Monaro,Christianity,Latter Day Saints,M,84
Eden-Monaro,Christianity,Lutheran,F,374
Eden-Monaro,Christianity,Lutheran,M,291
Eden-Monaro,Christianity,Oriental Orthodox,F,25
Eden-Monaro,Christianity,Oriental Orthodox,M,29
Eden-Monaro,Christianity,Pentecostal,F,533
Eden-Monaro,Christianity,Pentecostal,M,456
Eden-Monaro,Christianity,Presbyterian Reformed,F,1549
Eden-Monaro,Christianity,Presbyterian Reformed,M,1414
Eden-Monaro,Christianity,Protestant (Other),F,277
Eden-Monaro,Christianity,Protestant (Other),M,265
Eden-Monaro,Christianity,Salvation Army,F,119
Eden-Monaro,Christianity,Salvation Army,M,119
Eden-Monaro,Christianity,Seventh Day Adventist,F,189
Eden-Monaro,Christianity,Seventh Day Adventist,M,184
Eden-Monaro,Christianity,Uniting Church,F,2171
Eden-Monaro,Christianity,Uniting Church,M,1712
Eden-Monaro,Hinduism,NA,F,824
Eden-Monaro,Hinduism,NA,M,960
Eden-Monaro,Islam,NA,F,507
Eden-Monaro,Islam,NA,M,618
Eden-Monaro,Judaism,NA,F,65
Eden-Monaro,Judaism,NA,M,65
Eden-Monaro,No religion,NA,F,31120
Eden-Monaro,No religion,NA,M,34139
Farrer,(Other),NA,F,7350
Farrer,(Other),NA,M,8130
Farrer,(Other),(Other),F,217
Farrer,(Other),(Other),M,169
Farrer,(Other),Australian Aboriginal Traditional,F,10
Farrer,(Other),Australian Aboriginal Traditional,M,14
Farrer,(Other),Other spiritual beliefs,F,90
Farrer,(Other),Other spiritual beliefs,M,67
Farrer,(Other),Secular beliefs,F,121
Farrer,(Other),Secular beliefs,M,176
Farrer,(Other),Sikhism,F,858
Farrer,(Other),Sikhism,M,1032
Farrer,Buddhism,NA,F,632
Farrer,Buddhism,NA,M,427
Farrer,Christianity,NA,F,1640
Farrer,Christianity,NA,M,1447
Farrer,Christianity,(Other),F,37
Farrer,Christianity,(Other),M,37
Farrer,Christianity,Anglican,F,12978
Farrer,Christianity,Anglican,M,10962
Farrer,Christianity,Assyrian Apostolic,F,0
Farrer,Christianity,Assyrian Apostolic,M,0
Farrer,Christianity,Baptist,F,775
Farrer,Christianity,Baptist,M,710
Farrer,Christianity,Brethren,F,195
Farrer,Christianity,Brethren,M,190
Farrer,Christianity,Catholic,F,22790
Farrer,Christianity,Catholic,M,21254
Farrer,Christianity,Churches Of Christ,F,80
Farrer,Christianity,Churches Of Christ,M,55
Farrer,Christianity,Eastern Orthodox,F,256
Farrer,Christianity,Eastern Orthodox,M,243
Farrer,Christianity,Jehovah's Witnesses,F,268
Farrer,Christianity,Jehovah's Witnesses,M,189
Farrer,Christianity,Latter Day Saints,F,169
Farrer,Christianity,Latter Day Saints,M,129
Farrer,Christianity,Lutheran,F,1216
Farrer,Christianity,Lutheran,M,1054
Farrer,Christianity,Oriental Orthodox,F,35
Farrer,Christianity,Oriental Orthodox,M,31
Farrer,Christianity,Pentecostal,F,851
Farrer,Christianity,Pentecostal,M,693
Farrer,Christianity,Presbyterian Reformed,F,2863
Farrer,Christianity,Presbyterian Reformed,M,2558
Farrer,Christianity,Protestant (Other),F,232
Farrer,Christianity,Protestant (Other),M,227
Farrer,Christianity,Salvation Army,F,143
Farrer,Christianity,Salvation Army,M,107
Farrer,Christianity,Seventh Day Adventist,F,358
Farrer,Christianity,Seventh Day Adventist,M,290
Farrer,Christianity,Uniting Church,F,4163
Farrer,Christianity,Uniting Church,M,3331
Farrer,Hinduism,NA,F,1341
Farrer,Hinduism,NA,M,1586
Farrer,Islam,NA,F,575
Farrer,Islam,NA,M,792
Farrer,Judaism,NA,F,31
Farrer,Judaism,NA,M,34
Farrer,No religion,NA,F,27065
Farrer,No religion,NA,M,29832
Fowler,(Other),NA,F,6877
Fowler,(Other),NA,M,7044
Fowler,(Other),(Other),F,2045
Fowler,(Other),(Other),M,1959
Fowler,(Other),Australian Aboriginal Traditional,F,3
Fowler,(Other),Australian Aboriginal Traditional,M,5
Fowler,(Other),Other spiritual beliefs,F,69
Fowler,(Other),Other spiritual beliefs,M,59
Fowler,(Other),Secular beliefs,F,75
Fowler,(Other),Secular beliefs,M,79
Fowler,(Other),Sikhism,F,243
Fowler,(Other),Sikhism,M,298
Fowler,Buddhism,NA,F,18130
Fowler,Buddhism,NA,M,15072
Fowler,Christianity,NA,F,3287
Fowler,Christianity,NA,M,3093
Fowler,Christianity,(Other),F,54
Fowler,Christianity,(Other),M,51
Fowler,Christianity,Anglican,F,2707
Fowler,Christianity,Anglican,M,2482
Fowler,Christianity,Assyrian Apostolic,F,2505
Fowler,Christianity,Assyrian Apostolic,M,2333
Fowler,Christianity,Baptist,F,1097
Fowler,Christianity,Baptist,M,1012
Fowler,Christianity,Brethren,F,3
Fowler,Christianity,Brethren,M,5
Fowler,Christianity,Catholic,F,22945
Fowler,Christianity,Catholic,M,21618
Fowler,Christianity,Churches Of Christ,F,13
Fowler,Christianity,Churches Of Christ,M,18
Fowler,Christianity,Eastern Orthodox,F,4169
Fowler,Christianity,Eastern Orthodox,M,4090
Fowler,Christianity,Jehovah's Witnesses,F,269
Fowler,Christianity,Jehovah's Witnesses,M,194
Fowler,Christianity,Latter Day Saints,F,238
Fowler,Christianity,Latter Day Saints,M,275
Fowler,Christianity,Lutheran,F,79
Fowler,Christianity,Lutheran,M,72
Fowler,Christianity,Oriental Orthodox,F,628
Fowler,Christianity,Oriental Orthodox,M,639
Fowler,Christianity,Pentecostal,F,635
Fowler,Christianity,Pentecostal,M,546
Fowler,Christianity,Presbyterian Reformed,F,479
Fowler,Christianity,Presbyterian Reformed,M,439
Fowler,Christianity,Protestant (Other),F,341
Fowler,Christianity,Protestant (Other),M,292
Fowler,Christianity,Salvation Army,F,38
Fowler,Christianity,Salvation Army,M,29
Fowler,Christianity,Seventh Day Adventist,F,233
Fowler,Christianity,Seventh Day Adventist,M,226
Fowler,Christianity,Uniting Church,F,438
Fowler,Christianity,Uniting Church,M,426
Fowler,Hinduism,NA,F,1624
Fowler,Hinduism,NA,M,1688
Fowler,Islam,NA,F,6311
Fowler,Islam,NA,M,6722
Fowler,Judaism,NA,F,10
Fowler,Judaism,NA,M,25
Fowler,No religion,NA,F,12306
Fowler,No religion,NA,M,14874
Gilmore,(Other),NA,F,6003
Gilmore,(Other),NA,M,7177
Gilmore,(Other),(Other),F,304
Gilmore,(Other),(Other),M,187
Gilmore,(Other),Australian Aboriginal Traditional,F,29
Gilmore,(Other),Australian Aboriginal Traditional,M,27
Gilmore,(Other),Other spiritual beliefs,F,217
Gilmore,(Other),Other spiritual beliefs,M,136
Gilmore,(Other),Secular beliefs,F,194
Gilmore,(Other),Secular beliefs,M,265
Gilmore,(Other),Sikhism,F,60
Gilmore,(Other),Sikhism,M,64
Gilmore,Buddhism,NA,F,767
Gilmore,Buddhism,NA,M,508
Gilmore,Christianity,NA,F,1805
Gilmore,Christianity,NA,M,1556
Gilmore,Christianity,(Other),F,46
Gilmore,Christianity,(Other),M,27
Gilmore,Christianity,Anglican,F,15887
Gilmore,Christianity,Anglican,M,13504
Gilmore,Christianity,Assyrian Apostolic,F,4
Gilmore,Christianity,Assyrian Apostolic,M,0
Gilmore,Christianity,Baptist,F,1202
Gilmore,Christianity,Baptist,M,1033
Gilmore,Christianity,Brethren,F,0
Gilmore,Christianity,Brethren,M,4
Gilmore,Christianity,Catholic,F,16454
Gilmore,Christianity,Catholic,M,14506
Gilmore,Christianity,Churches Of Christ,F,56
Gilmore,Christianity,Churches Of Christ,M,58
Gilmore,Christianity,Eastern Orthodox,F,513
Gilmore,Christianity,Eastern Orthodox,M,571
Gilmore,Christianity,Jehovah's Witnesses,F,461
Gilmore,Christianity,Jehovah's Witnesses,M,358
Gilmore,Christianity,Latter Day Saints,F,89
Gilmore,Christianity,Latter Day Saints,M,71
Gilmore,Christianity,Lutheran,F,239
Gilmore,Christianity,Lutheran,M,209
Gilmore,Christianity,Oriental Orthodox,F,28
Gilmore,Christianity,Oriental Orthodox,M,20
Gilmore,Christianity,Pentecostal,F,601
Gilmore,Christianity,Pentecostal,M,459
Gilmore,Christianity,Presbyterian Reformed,F,2166
Gilmore,Christianity,Presbyterian Reformed,M,1867
Gilmore,Christianity,Protestant (Other),F,191
Gilmore,Christianity,Protestant (Other),M,176
Gilmore,Christianity,Salvation Army,F,160
Gilmore,Christianity,Salvation Army,M,154
Gilmore,Christianity,Seventh Day Adventist,F,97
Gilmore,Christianity,Seventh Day Adventist,M,86
Gilmore,Christianity,Uniting Church,F,2627
Gilmore,Christianity,Uniting Church,M,1968
Gilmore,Hinduism,NA,F,319
Gilmore,Hinduism,NA,M,370
Gilmore,Islam,NA,F,193
Gilmore,Islam,NA,M,228
Gilmore,Judaism,NA,F,93
Gilmore,Judaism,NA,M,75
Gilmore,No religion,NA,F,32261
Gilmore,No religion,NA,M,35045
Grayndler,(Other),NA,F,4255
Grayndler,(Other),NA,M,4808
Grayndler,(Other),(Other),F,344
Grayndler,(Other),(Other),M,317
Grayndler,(Other),Australian Aboriginal Traditional,F,21
Grayndler,(Other),Australian Aboriginal Traditional,M,23
Grayndler,(Other),Other spiritual beliefs,F,256
Grayndler,(Other),Other spiritual beliefs,M,130
Grayndler,(Other),Secular beliefs,F,569
Grayndler,(Other),Secular beliefs,M,606
Grayndler,(Other),Sikhism,F,54
Grayndler,(Other),Sikhism,M,54
Grayndler,Buddhism,NA,F,2680
Grayndler,Buddhism,NA,M,1851
Grayndler,Christianity,NA,F,1057
Grayndler,Christianity,NA,M,833
Grayndler,Christianity,(Other),F,33
Grayndler,Christianity,(Other),M,41
Grayndler,Christianity,Anglican,F,4899
Grayndler,Christianity,Anglican,M,4149
Grayndler,Christianity,Assyrian Apostolic,F,16
Grayndler,Christianity,Assyrian Apostolic,M,7
Grayndler,Christianity,Baptist,F,362
Grayndler,Christianity,Baptist,M,325
Grayndler,Christianity,Brethren,F,0
Grayndler,Christianity,Brethren,M,0
Grayndler,Christianity,Catholic,F,16522
Grayndler,Christianity,Catholic,M,14599
Grayndler,Christianity,Churches Of Christ,F,7
Grayndler,Christianity,Churches Of Christ,M,8
Grayndler,Christianity,Eastern Orthodox,F,3100
Grayndler,Christianity,Eastern Orthodox,M,2768
Grayndler,Christianity,Jehovah's Witnesses,F,132
Grayndler,Christianity,Jehovah's Witnesses,M,104
Grayndler,Christianity,Latter Day Saints,F,35
Grayndler,Christianity,Latter Day Saints,M,28
Grayndler,Christianity,Lutheran,F,150
Grayndler,Christianity,Lutheran,M,100
Grayndler,Christianity,Oriental Orthodox,F,107
Grayndler,Christianity,Oriental Orthodox,M,111
Grayndler,Christianity,Pentecostal,F,259
Grayndler,Christianity,Pentecostal,M,206
Grayndler,Christianity,Presbyterian Reformed,F,806
Grayndler,Christianity,Presbyterian Reformed,M,664
Grayndler,Christianity,Protestant (Other),F,194
Grayndler,Christianity,Protestant (Other),M,138
Grayndler,Christianity,Salvation Army,F,37
Grayndler,Christianity,Salvation Army,M,28
Grayndler,Christianity,Seventh Day Adventist,F,55
Grayndler,Christianity,Seventh Day Adventist,M,29
Grayndler,Christianity,Uniting Church,F,825
Grayndler,Christianity,Uniting Church,M,640
Grayndler,Hinduism,NA,F,1356
Grayndler,Hinduism,NA,M,1680
Grayndler,Islam,NA,F,810
Grayndler,Islam,NA,M,969
Grayndler,Judaism,NA,F,426
Grayndler,Judaism,NA,M,374
Grayndler,No religion,NA,F,37846
Grayndler,No religion,NA,M,37911
Greenway,(Other),NA,F,5224
Greenway,(Other),NA,M,6952
Greenway,(Other),(Other),F,679
Greenway,(Other),(Other),M,646
Greenway,(Other),Australian Aboriginal Traditional,F,9
Greenway,(Other),Australian Aboriginal Traditional,M,5
Greenway,(Other),Other spiritual beliefs,F,148
Greenway,(Other),Other spiritual beliefs,M,87
Greenway,(Other),Secular beliefs,F,179
Greenway,(Other),Secular beliefs,M,219
Greenway,(Other),Sikhism,F,5032
Greenway,(Other),Sikhism,M,5736
Greenway,Buddhism,NA,F,2536
Greenway,Buddhism,NA,M,2116
Greenway,Christianity,NA,F,2883
Greenway,Christianity,NA,M,2677
Greenway,Christianity,(Other),F,85
Greenway,Christianity,(Other),M,67
Greenway,Christianity,Anglican,F,8098
Greenway,Christianity,Anglican,M,7012
Greenway,Christianity,Assyrian Apostolic,F,30
Greenway,Christianity,Assyrian Apostolic,M,32
Greenway,Christianity,Baptist,F,1385
Greenway,Christianity,Baptist,M,1286
Greenway,Christianity,Brethren,F,42
Greenway,Christianity,Brethren,M,33
Greenway,Christianity,Catholic,F,23323
Greenway,Christianity,Catholic,M,21485
Greenway,Christianity,Churches Of Christ,F,174
Greenway,Christianity,Churches Of Christ,M,145
Greenway,Christianity,Eastern Orthodox,F,1734
Greenway,Christianity,Eastern Orthodox,M,1702
Greenway,Christianity,Jehovah's Witnesses,F,255
Greenway,Christianity,Jehovah's Witnesses,M,221
Greenway,Christianity,Latter Day Saints,F,416
Greenway,Christianity,Latter Day Saints,M,372
Greenway,Christianity,Lutheran,F,84
Greenway,Christianity,Lutheran,M,80
Greenway,Christianity,Oriental Orthodox,F,767
Greenway,Christianity,Oriental Orthodox,M,780
Greenway,Christianity,Pentecostal,F,2084
Greenway,Christianity,Pentecostal,M,1765
Greenway,Christianity,Presbyterian Reformed,F,1463
Greenway,Christianity,Presbyterian Reformed,M,1252
Greenway,Christianity,Protestant (Other),F,631
Greenway,Christianity,Protestant (Other),M,560
Greenway,Christianity,Salvation Army,F,123
Greenway,Christianity,Salvation Army,M,105
Greenway,Christianity,Seventh Day Adventist,F,443
Greenway,Christianity,Seventh Day Adventist,M,375
Greenway,Christianity,Uniting Church,F,1433
Greenway,Christianity,Uniting Church,M,1163
Greenway,Hinduism,NA,F,17414
Greenway,Hinduism,NA,M,18232
Greenway,Islam,NA,F,5995
Greenway,Islam,NA,M,6173
Greenway,Judaism,NA,F,56
Greenway,Judaism,NA,M,57
Greenway,No religion,NA,F,17434
Greenway,No religion,NA,M,20070
Hughes,(Other),NA,F,3348
Hughes,(Other),NA,M,3550
Hughes,(Other),(Other),F,206
Hughes,(Other),(Other),M,171
Hughes,(Other),Australian Aboriginal Traditional,F,0
Hughes,(Other),Australian Aboriginal Traditional,M,0
Hughes,(Other),Other spiritual beliefs,F,130
Hughes,(Other),Other spiritual beliefs,M,77
Hughes,(Other),Secular beliefs,F,176
Hughes,(Other),Secular beliefs,M,216
Hughes,(Other),Sikhism,F,110
Hughes,(Other),Sikhism,M,101
Hughes,Buddhism,NA,F,1252
Hughes,Buddhism,NA,M,834
Hughes,Christianity,NA,F,1853
Hughes,Christianity,NA,M,1689
Hughes,Christianity,(Other),F,102
Hughes,Christianity,(Other),M,109
Hughes,Christianity,Anglican,F,12365
Hughes,Christianity,Anglican,M,10540
Hughes,Christianity,Assyrian Apostolic,F,15
Hughes,Christianity,Assyrian Apostolic,M,12
Hughes,Christianity,Baptist,F,1384
Hughes,Christianity,Baptist,M,1229
Hughes,Christianity,Brethren,F,113
Hughes,Christianity,Brethren,M,101
Hughes,Christianity,Catholic,F,21290
Hughes,Christianity,Catholic,M,19301
Hughes,Christianity,Churches Of Christ,F,108
Hughes,Christianity,Churches Of Christ,M,91
Hughes,Christianity,Eastern Orthodox,F,3277
Hughes,Christianity,Eastern Orthodox,M,3237
Hughes,Christianity,Jehovah's Witnesses,F,99
Hughes,Christianity,Jehovah's Witnesses,M,64
Hughes,Christianity,Latter Day Saints,F,130
Hughes,Christianity,Latter Day Saints,M,101
Hughes,Christianity,Lutheran,F,161
Hughes,Christianity,Lutheran,M,156
Hughes,Christianity,Oriental Orthodox,F,742
Hughes,Christianity,Oriental Orthodox,M,738
Hughes,Christianity,Pentecostal,F,799
Hughes,Christianity,Pentecostal,M,679
Hughes,Christianity,Presbyterian Reformed,F,1276
Hughes,Christianity,Presbyterian Reformed,M,1170
Hughes,Christianity,Protestant (Other),F,348
Hughes,Christianity,Protestant (Other),M,324
Hughes,Christianity,Salvation Army,F,162
Hughes,Christianity,Salvation Army,M,148
Hughes,Christianity,Seventh Day Adventist,F,72
Hughes,Christianity,Seventh Day Adventist,M,61
Hughes,Christianity,Uniting Church,F,1747
Hughes,Christianity,Uniting Church,M,1388
Hughes,Hinduism,NA,F,1380
Hughes,Hinduism,NA,M,1345
Hughes,Islam,NA,F,1603
Hughes,Islam,NA,M,1639
Hughes,Judaism,NA,F,96
Hughes,Judaism,NA,M,75
Hughes,No religion,NA,F,21912
Hughes,No religion,NA,M,24900
Hume,(Other),NA,F,5124
Hume,(Other),NA,M,5962
Hume,(Other),(Other),F,284
Hume,(Other),(Other),M,193
Hume,(Other),Australian Aboriginal Traditional,F,8
Hume,(Other),Australian Aboriginal Traditional,M,7
Hume,(Other),Other spiritual beliefs,F,143
Hume,(Other),Other spiritual beliefs,M,89
Hume,(Other),Secular beliefs,F,180
Hume,(Other),Secular beliefs,M,214
Hume,(Other),Sikhism,F,156
Hume,(Other),Sikhism,M,167
Hume,Buddhism,NA,F,768
Hume,Buddhism,NA,M,552
Hume,Christianity,NA,F,1750
Hume,Christianity,NA,M,1614
Hume,Christianity,(Other),F,115
Hume,Christianity,(Other),M,116
Hume,Christianity,Anglican,F,18324
Hume,Christianity,Anglican,M,15997
Hume,Christianity,Assyrian Apostolic,F,25
Hume,Christianity,Assyrian Apostolic,M,30
Hume,Christianity,Baptist,F,1014
Hume,Christianity,Baptist,M,960
Hume,Christianity,Brethren,F,253
Hume,Christianity,Brethren,M,261
Hume,Christianity,Catholic,F,25148
Hume,Christianity,Catholic,M,23544
Hume,Christianity,Churches Of Christ,F,53
Hume,Christianity,Churches Of Christ,M,35
Hume,Christianity,Eastern Orthodox,F,1084
Hume,Christianity,Eastern Orthodox,M,1151
Hume,Christianity,Jehovah's Witnesses,F,328
Hume,Christianity,Jehovah's Witnesses,M,232
Hume,Christianity,Latter Day Saints,F,127
Hume,Christianity,Latter Day Saints,M,122
Hume,Christianity,Lutheran,F,215
Hume,Christianity,Lutheran,M,173
Hume,Christianity,Oriental Orthodox,F,113
Hume,Christianity,Oriental Orthodox,M,101
